Race,Year,State,Population
Black,2017,North Carolina,2364451
Black,2017,North Dakota,26886
Black,2017,Ohio,1613123
Black,2017,Oklahoma,351707
Black,2017,Oregon,117380
Black,2017,Pennsylvania,1617500
Black,2017,Rhode Island,98640
Black,2017,South Carolina,1409678
Black,2017,South Dakota,22717
Black,2017,Tennessee,1189804
Black,2017,Texas,3717259
Black,2017,Utah,55468
Black,2017,Vermont,11014
Black,2017,Virginia,1760262
Black,2017,Washington,387793
Black,2017,West Virginia,74674
Black,2017,Wisconsin,422159
Black,2017,Wyoming,10016
Black,2018,Alabama,1338846
Black,2018,Alaska,36711
Black,2018,Arizona,413873
Black,2018,Arkansas,489759
Black,2018,California,2851095
Black,2018,Colorado,303260
Black,2018,Connecticut,459499
Black,2018,Delaware,233113
Black,2018,District of Columbia,336228
Black,2018,Florida,3736443
Black,2018,Georgia,3499496
Black,2018,Hawaii,43434
Black,2018,Idaho,22301
Black,2018,Illinois,1940291
Black,2018,Indiana,713302
Black,2018,Iowa,146954
Black,2018,Kansas,207156
Black,2018,Kentucky,405485
Black,2018,Louisiana,1557173
Black,2018,Maine,26619
Black,2018,Maryland,1932392
Black,2018,Massachusetts,669506
Black,2018,Michigan,1496029
Black,2018,Minnesota,423054
Black,2018,Mississippi,1145398
Black,2018,Missouri,772024
Black,2018,Montana,10321
Black,2018,Nebraska,113369
Black,2018,Nevada,341394
Black,2018,New Hampshire,28212
Black,2018,New Jersey,1404125
Black,2018,New Mexico,64722
Black,2018,New York,3634305
Black,2018,North Carolina,2394548
Black,2018,North Dakota,29102
Black,2018,Ohio,1630541
Black,2018,Oklahoma,353715
Black,2018,Oregon,121398
Black,2018,Pennsylvania,1632313
Black,2018,Rhode Island,99936
Black,2018,South Carolina,1418868
Black,2018,South Dakota,25429
Black,2018,Tennessee,1198663
Black,2018,Texas,3803248
Black,2018,Utah,58537
Black,2018,Vermont,11373
Black,2018,Virginia,1773427
Black,2018,Washington,403402
Black,2018,West Virginia,75210
Black,2018,Wisconsin,427026
Black,2018,Wyoming,10221
Black,2019,Alabama,1342306
Black,2019,Alaska,35955
Black,2019,Arizona,428589
Black,2019,Arkansas,491009
Black,2019,California,2853140
Black,2019,Colorado,309178
Black,2019,Connecticut,465439
Black,2019,Delaware,236868
Black,2019,District of Columbia,334846
Black,2019,Florida,3774446
Black,2019,Georgia,3549778
Black,2019,Hawaii,43387
Black,2019,Idaho,23148
Black,2019,Illinois,1934399
Black,2019,Indiana,726166
Black,2019,Iowa,150737
Black,2019,Kansas,207755
Black,2019,Kentucky,408675
Black,2019,Louisiana,1556514
Black,2019,Maine,27555
Black,2019,Maryland,1944767
Black,2019,Massachusetts,675621
Black,2019,Michigan,1497477
Black,2019,Minnesota,439435
Black,2019,Mississippi,1141493
Black,2019,Missouri,774069
Black,2019,Montana,10632
Black,2019,Nebraska,115754
Black,2019,Nevada,353548
Black,2019,New Hampshire,29386
Black,2019,New Jersey,1404990
Black,2019,New Mexico,66216
Black,2019,New York,3611420
Black,2019,North Carolina,2421439
Black,2019,North Dakota,29633
Black,2019,Ohio,1640963
Black,2019,Oklahoma,355533
Black,2019,Oregon,123019
Black,2019,Pennsylvania,1643677
Black,2019,Rhode Island,101969
Black,2019,South Carolina,1428188
Black,2019,South Dakota,24868
Black,2019,Tennessee,1209147
Black,2019,Texas,3873093
Black,2019,Utah,60833
Black,2019,Vermont,11449
Black,2019,Virginia,1781520
Black,2019,Washington,414916
Black,2019,West Virginia,74683
Black,2019,Wisconsin,429528
Black,2019,Wyoming,10237
Black,2020,Alabama,1350111
Black,2020,Alaska,36078
Black,2020,Arizona,450623
Black,2020,Arkansas,494526
Black,2020,California,2871450
Black,2020,Colorado,316428
Black,2020,Connecticut,476687
Black,2020,Delaware,242960
Black,2020,District of Columbia,335168
Black,2020,Florida,3840185
Black,2020,Georgia,3606257
Black,2020,Hawaii,43240
Black,2020,Idaho,23969
Black,2020,Illinois,1937515
Black,2020,Indiana,741160
Black,2020,Iowa,156619
Black,2020,Kansas,210495
Black,2020,Kentucky,413976
Black,2020,Louisiana,1561145
Black,2020,Maine,28894
Black,2020,Maryland,1963360
Black,2020,Massachusetts,689362
Black,2020,Michigan,1499982
Black,2020,Minnesota,456060
Black,2020,Mississippi,1141283
Black,2020,Missouri,776770
Black,2020,Montana,11046
Black,2020,Nebraska,118129
Black,2020,Nevada,368812
Black,2020,New Hampshire,30696
Black,2020,New Jersey,1421916
Black,2020,New Mexico,68577
Black,2020,New York,3604597
Black,2020,North Carolina,2453861
Black,2020,North Dakota,30495
Black,2020,Ohio,1658318
Black,2020,Oklahoma,361521
Black,2020,Oregon,125990
Black,2020,Pennsylvania,1660533
Black,2020,Rhode Island,104211
Black,2020,South Carolina,1441509
Black,2020,South Dakota,26365
Black,2020,Tennessee,1219237
Black,2020,Texas,3984144
Black,2020,Utah,62659
Black,2020,Vermont,11678
Black,2020,Virginia,1801495
Black,2020,Washington,430125
Black,2020,West Virginia,75782
Black,2020,Wisconsin,435275
Black,2020,Wyoming,9971
White,1999,Alabama,3211308
White,1999,Alaska,462052
White,1999,Arizona,4460582
White,1999,Arkansas,2187944
White,1999,California,26492434
White,1999,Colorado,3882901
White,1999,Connecticut,2944775
White,1999,Delaware,601213
White,1999,District of Columbia,197359
White,1999,Florida,12978723
White,1999,Georgia,5503608
White,1999,Hawaii,362728
White,1999,Idaho,1236009
White,1999,Illinois,9951765
White,1999,Indiana,5439927
White,1999,Iowa,2806468
White,1999,Kansas,2435163
White,1999,Kentucky,3676835
White,1999,Louisiana,2915561
White,1999,Maine,1241976
White,1999,Maryland,3511643
White,1999,Massachusetts,5632754
White,1999,Michigan,8186898
White,1999,Minnesota,4484942
White,1999,Mississippi,1760835
White,1999,Missouri,4824973
White,1999,Montana,830780
White,1999,Nebraska,1594738
White,1999,Nevada,1657752
White,1999,New Hampshire,1192000
White,1999,New Jersey,6609191
White,1999,New Mexico,1563421
White,1999,New York,14235763
White,1999,North Carolina,5970867
White,1999,North Dakota,604999
White,1999,Ohio,9816458
White,1999,Oklahoma,2800181
White,1999,Oregon,3154256
White,1999,Pennsylvania,10734583
White,1999,Rhode Island,945387
White,1999,South Carolina,2729841
White,1999,South Dakota,678197
White,1999,Tennessee,4625327
White,1999,Texas,17358613
White,1999,Utah,2092488
White,1999,Vermont,593357
White,1999,Virginia,5282184
White,1999,Washington,5138607
White,1999,West Virginia,1740096
White,1999,Wisconsin,4874589
White,1999,Wyoming,472739
White,2000,Alabama,3218218
White,2000,Alaska,460782
White,2000,Arizona,4554233
White,2000,Arkansas,2203157
White,2000,California,26748991
White,2000,Colorado,3941906
White,2000,Connecticut,2953244
White,2000,Delaware,605429
White,2000,District of Columbia,198984
White,2000,Florida,13132090
White,2000,Georgia,5572036
White,2000,Hawaii,360274
White,2000,Idaho,1250538
White,2000,Illinois,9981520
White,2000,Indiana,5460032
White,2000,Iowa,2805323
White,2000,Kansas,2437323
White,2000,Kentucky,3690141
White,2000,Louisiana,2912011
White,2000,Maine,1247712
White,2000,Maryland,3522415
White,2000,Massachusetts,5642547
White,2000,Michigan,8205268
White,2000,Minnesota,4506574
White,2000,Mississippi,1770126
White,2000,Missouri,4841938
White,2000,Montana,832467
White,2000,Nebraska,1594895
White,2000,Nevada,1705295
White,2000,New Hampshire,1202862
White,2000,New Jersey,6629830
White,2000,New Mexico,1565780
White,2000,New York,14263541
White,2000,North Carolina,6037509
White,2000,North Dakota,600226
White,2000,Ohio,9812402
White,2000,Oklahoma,2803557
White,2000,Oregon,3172360
White,2000,Pennsylvania,10725447
White,2000,Rhode Island,949046
White,2000,South Carolina,2754751
White,2000,South Dakota,678523
White,2000,Tennessee,4657382
White,2000,Texas,17575478
White,2000,Utah,2117025
White,2000,Vermont,595963
White,2000,Virginia,5324398
White,2000,Washington,5166838
White,2000,West Virginia,1732909
White,2000,Wisconsin,4891131
White,2000,Wyoming,473335
White,2001,Alabama,3225628
White,2001,Alaska,463818
White,2001,Arizona,4669299
White,2001,Arkansas,2214656
White,2001,California,27098184
White,2001,Colorado,4046133
White,2001,Connecticut,2965228
White,2001,Delaware,610442
White,2001,District of Columbia,204684
White,2001,Florida,13392855
White,2001,Georgia,5668444
White,2001,Hawaii,365535
White,2001,Idaho,1273704
White,2001,Illinois,10015499
White,2001,Indiana,5488228
White,2001,Iowa,2805838
White,2001,Kansas,2444755
White,2001,Kentucky,3707359
White,2001,Louisiana,2910410
White,2001,Maine,1256397
White,2001,Maryland,3546882
White,2001,Massachusetts,5655031
White,2001,Michigan,8230173
White,2001,Minnesota,4544899
White,2001,Mississippi,1771836
White,2001,Missouri,4870383
White,2001,Montana,835441
White,2001,Nebraska,1598826
White,2001,Nevada,1777260
White,2001,New Hampshire,1218748
White,2001,New Jersey,6652117
White,2001,New Mexico,1572453
White,2001,New York,14281400
White,2001,North Carolina,6141590
White,2001,North Dakota,595709
White,2001,Ohio,9816057
White,2001,Oklahoma,2807711
White,2001,Oregon,3206792
White,2001,Pennsylvania,10707684
White,2001,Rhode Island,953319
White,2001,South Carolina,2789474
White,2001,South Dakota,679387
White,2001,Tennessee,4696634
White,2001,Texas,17922031
White,2001,Utah,2161013
White,2001,Vermont,598383
White,2001,Virginia,5394417
White,2001,Washington,5223085
White,2001,West Virginia,1725478
White,2001,Wisconsin,4918108
White,2001,Wyoming,473249
White,2002,Alabama,3229712
White,2002,Alaska,468708
White,2002,Arizona,4766279
White,2002,Arkansas,2224117
White,2002,California,27309018
White,2002,Colorado,4097747
White,2002,Connecticut,2975939
White,2002,Delaware,615028
White,2002,District of Columbia,206332
White,2002,Florida,13623576
White,2002,Georgia,5727405
White,2002,Hawaii,371782
White,2002,Idaho,1291938
White,2002,Illinois,10028334
White,2002,Indiana,5501795
White,2002,Iowa,2803526
White,2002,Kansas,2450143
White,2002,Kentucky,3722159
White,2002,Louisiana,2916968
White,2002,Maine,1264617
White,2002,Maryland,3566844
White,2002,Massachusetts,5648553
White,2002,Michigan,8237822
White,2002,Minnesota,4561120
White,2002,Mississippi,1773296
White,2002,Missouri,4891238
White,2002,Montana,838973
White,2002,Nebraska,1603540
White,2002,Nevada,1828699
White,2002,New Hampshire,1229485
White,2002,New Jersey,6667078
White,2002,New Mexico,1589442
White,2002,New York,14276260
White,2002,North Carolina,6214771
White,2002,North Dakota,593517
White,2002,Ohio,9812513
White,2002,Oklahoma,2818258
White,2002,Oregon,3242079
White,2002,Pennsylvania,10705281
White,2002,Rhode Island,957652
White,2002,South Carolina,2820732
White,2002,South Dakota,679515
White,2002,Tennessee,4723797
White,2002,Texas,18192259
White,2002,Utah,2196834
White,2002,Vermont,600887
White,2002,Virginia,5444069
White,2002,Washington,5262109
White,2002,West Virginia,1728416
White,2002,Wisconsin,4942435
White,2002,Wyoming,477938
White,2003,Alabama,3241836
White,2003,Alaska,471541
White,2003,Arizona,4854518
White,2003,Arkansas,2237427
White,2003,California,27511542
White,2003,Colorado,4127630
White,2003,Connecticut,2986138
White,2003,Delaware,620499
White,2003,District of Columbia,206505
White,2003,Florida,13838602
White,2003,Georgia,5776586
White,2003,Hawaii,375506
White,2003,Idaho,1312571
White,2003,Illinois,10037309
White,2003,Indiana,5526320
White,2003,Iowa,2806004
White,2003,Kansas,2454735
White,2003,Kentucky,3743343
White,2003,Louisiana,2926521
White,2003,Maine,1272827
White,2003,Maryland,3579519
White,2003,Massachusetts,5630854
White,2003,Michigan,8245792
White,2003,Minnesota,4576328
White,2003,Mississippi,1776834
White,2003,Missouri,4913336
White,2003,Montana,845586
White,2003,Nebraska,1609719
White,2003,Nevada,1880102
White,2003,New Hampshire,1237630
White,2003,New Jersey,6674697
White,2003,New Mexico,1605625
White,2003,New York,14263472
White,2003,North Carolina,6271850
White,2003,North Dakota,592924
White,2003,Ohio,9814964
White,2003,Oklahoma,2824128
White,2003,Oregon,3267254
White,2003,Pennsylvania,10711817
White,2003,Rhode Island,958870
White,2003,South Carolina,2850639
White,2003,South Dakota,681095
White,2003,Tennessee,4757541
White,2003,Texas,18440940
White,2003,Utah,2227843
White,2003,Vermont,602530
White,2003,Virginia,5487553
White,2003,Washington,5289159
White,2003,West Virginia,1733784
White,2003,Wisconsin,4963767
White,2003,Wyoming,480960
White,2004,Alabama,3255811
White,2004,Alaska,478466
White,2004,Arizona,4965804
White,2004,Arkansas,2255345
White,2004,California,27663667
White,2004,Colorado,4160952
White,2004,Connecticut,2986255
White,2004,Delaware,626833
White,2004,District of Columbia,210252
White,2004,Florida,14131892
White,2004,Georgia,5841377
White,2004,Hawaii,383013
White,2004,Idaho,1338380
White,2004,Illinois,10047833
White,2004,Indiana,5546480
White,2004,Iowa,2812023
White,2004,Kansas,2460978
White,2004,Kentucky,3763011
White,2004,Louisiana,2940900
White,2004,Maine,1278082
White,2004,Maryland,3585789
White,2004,Massachusetts,5600102
White,2004,Michigan,8246288
White,2004,Minnesota,4589934
White,2004,Mississippi,1786952
White,2004,Missouri,4937590
White,2004,Montana,854417
White,2004,Nebraska,1616304
White,2004,Nevada,1947914
White,2004,New Hampshire,1245528
White,2004,New Jersey,6670703
White,2004,New Mexico,1625510
White,2004,New York,14222791
White,2004,North Carolina,6355906
White,2004,North Dakota,596952
White,2004,Ohio,9810680
White,2004,Oklahoma,2833383
White,2004,Oregon,3281938
White,2004,Pennsylvania,10708454
White,2004,Rhode Island,958378
White,2004,South Carolina,2894711
White,2004,South Dakota,685440
White,2004,Tennessee,4799162
White,2004,Texas,18705854
White,2004,Utah,2264136
White,2004,Vermont,603896
White,2004,Virginia,5550005
White,2004,Washington,5334934
White,2004,West Virginia,1736570
White,2004,Wisconsin,4986571
White,2004,Wyoming,485888
White,2005,Alabama,3279048
White,2005,Alaska,482692
White,2005,Arizona,5111992
White,2005,Arkansas,2278997
White,2005,California,27746395
White,2005,Colorado,4206548
White,2005,Connecticut,2984742
White,2005,Delaware,633398
White,2005,District of Columbia,215554
White,2005,Florida,14428647
White,2005,Georgia,5911406
White,2005,Hawaii,391585
White,2005,Idaho,1371294
White,2005,Illinois,10046377
White,2005,Indiana,5574542
White,2005,Iowa,2816975
White,2005,Kansas,2467205
White,2005,Kentucky,3790752
White,2005,Louisiana,2951023
White,2005,Maine,1281091
White,2005,Maryland,3587986
White,2005,Massachusetts,5570042
White,2005,Michigan,8231910
White,2005,Minnesota,4600739
White,2005,Mississippi,1794500
White,2005,Missouri,4965900
White,2005,Montana,862916
White,2005,Nebraska,1624229
White,2005,Nevada,2002853
White,2005,New Hampshire,1251338
White,2005,New Jersey,6654085
White,2005,New Mexico,1648132
White,2005,New York,14146723
White,2005,North Carolina,6456650
White,2005,North Dakota,596748
White,2005,Ohio,9798651
White,2005,Oklahoma,2845221
White,2005,Oregon,3315027
White,2005,Pennsylvania,10707324
White,2005,Rhode Island,949218
White,2005,South Carolina,2938716
White,2005,South Dakota,688470
White,2005,Tennessee,4856223
White,2005,Texas,18980757
White,2005,Utah,2313863
White,2005,Vermont,604380
White,2005,Virginia,5605707
White,2005,Washington,5383048
White,2005,West Virginia,1739381
White,2005,Wisconsin,5005823
White,2005,Wyoming,490272
White,2006,Alabama,3314160
White,2006,Alaska,487954
White,2006,Arizona,5255478
White,2006,Arkansas,2308449
White,2006,California,27773583
White,2006,Colorado,4278464
White,2006,Connecticut,2982114
White,2006,Delaware,640053
White,2006,District of Columbia,221264
White,2006,Florida,14634243
White,2006,Georgia,6014480
White,2006,Hawaii,399166
White,2006,Idaho,1408456
White,2006,Illinois,10054436
White,2006,Indiana,5608431
White,2006,Iowa,2828308
White,2006,Kansas,2478392
White,2006,Kentucky,3819323
White,2006,Louisiana,2834087
White,2006,Maine,1284124
White,2006,Maryland,3584885
White,2006,Massachusetts,5553858
White,2006,Michigan,8208506
White,2006,Minnesota,4620491
White,2006,Mississippi,1782659
White,2006,Missouri,5002188
White,2006,Montana,874054
White,2006,Nebraska,1630684
White,2006,Nevada,2060010
White,2006,New Hampshire,1258795
White,2006,New Jersey,6632976
White,2006,New Mexico,1672039
White,2006,New York,14077386
White,2006,North Carolina,6600137
White,2006,North Dakota,598442
White,2006,Ohio,9793409
White,2006,Oklahoma,2873569
White,2006,Oregon,3360395
White,2006,Pennsylvania,10724159
White,2006,Rhode Island,942374
White,2006,South Carolina,3003350
White,2006,South Dakota,693610
White,2006,Tennessee,4926508
White,2006,Texas,19346962
White,2006,Utah,2374257
White,2006,Vermont,605116
White,2006,Virginia,5654946
White,2006,Washington,5458060
White,2006,West Virginia,1744654
White,2006,Wisconsin,5024117
White,2006,Wyoming,497710
White,2007,Alabama,3340633
White,2007,Alaska,490413
White,2007,Arizona,5354405
White,2007,Arkansas,2328952
White,2007,California,27832336
White,2007,Colorado,4346486
White,2007,Connecticut,2979313
White,2007,Delaware,645106
White,2007,District of Columbia,228646
White,2007,Florida,14750985
White,2007,Georgia,6101972
White,2007,Hawaii,397872
White,2007,Idaho,1441249
White,2007,Illinois,10078343
White,2007,Indiana,5637322
White,2007,Iowa,2837532
White,2007,Kansas,2492659
White,2007,Kentucky,3846623
White,2007,Louisiana,2861100
White,2007,Maine,1285828
White,2007,Maryland,3578891
White,2007,Massachusetts,5552029
White,2007,Michigan,8170744
White,2007,Minnesota,4640023
White,2007,Mississippi,1792287
White,2007,Missouri,5033689
White,2007,Montana,884439
White,2007,Nebraska,1637196
White,2007,Nevada,2107687
White,2007,New Hampshire,1261147
White,2007,New Jersey,6615252
White,2007,New Mexico,1693476
White,2007,New York,14051624
White,2007,North Carolina,6733129
White,2007,North Dakota,600351
White,2007,Ohio,9789179
White,2007,Oklahoma,2897699
White,2007,Oregon,3399653
White,2007,Pennsylvania,10735235
White,2007,Rhode Island,934336
White,2007,South Carolina,3068677
White,2007,South Dakota,699485
White,2007,Tennessee,4992038
White,2007,Texas,19694301
White,2007,Utah,2437796
White,2007,Vermont,604985
White,2007,Virginia,5692111
White,2007,Washington,5514266
White,2007,West Virginia,1749103
White,2007,Wisconsin,5043468
White,2007,Wyoming,508757
White,2008,Alabama,3366536
White,2008,Alaska,493965
White,2008,Arizona,5429954
White,2008,Arkansas,2346846
White,2008,California,27990346
White,2008,Colorado,4414527
White,2008,Connecticut,2984016
White,2008,Delaware,650311
White,2008,District of Columbia,235420
White,2008,Florida,14832937
White,2008,Georgia,6165916
White,2008,Hawaii,403775
White,2008,Idaho,1467743
White,2008,Illinois,10102663
White,2008,Indiana,5664810
White,2008,Iowa,2847918
White,2008,Kansas,2508363
White,2008,Kentucky,3872310
White,2008,Louisiana,2883647
White,2008,Maine,1287317
White,2008,Maryland,3579667
White,2008,Massachusetts,5562217
White,2008,Michigan,8118649
White,2008,Minnesota,4657575
White,2008,Mississippi,1799399
White,2008,Missouri,5057536
White,2008,Montana,894799
White,2008,Nebraska,1644461
White,2008,Nevada,2135244
White,2008,New Hampshire,1262351
White,2008,New Jersey,6611708
White,2008,New Mexico,1707457
White,2008,New York,14057786
White,2008,North Carolina,6856233
White,2008,North Dakota,603568
White,2008,Ohio,9781972
White,2008,Oklahoma,2917406
White,2008,Oregon,3434397
White,2008,Pennsylvania,10743098
White,2008,Rhode Island,929381
White,2008,South Carolina,3129618
White,2008,South Dakota,704618
White,2008,Tennessee,5046296
White,2008,Texas,20037899
White,2008,Utah,2495003
White,2008,Vermont,605092
White,2008,Virginia,5733461
White,2008,Washington,5577318
White,2008,West Virginia,1753592
White,2008,Wisconsin,5060201
White,2008,Wyoming,519057
White,2009,Alabama,3389202
White,2009,Alaska,499867
White,2009,Arizona,5464047
White,2009,Arkansas,2361582
White,2009,California,28147510
White,2009,Colorado,4478565
White,2009,Connecticut,2985844
White,2009,Delaware,652605
White,2009,District of Columbia,247187
White,2009,Florida,14894191
White,2009,Georgia,6204180
White,2009,Hawaii,406833
White,2009,Idaho,1485165
White,2009,Illinois,10123738
White,2009,Indiana,5681764
White,2009,Iowa,2856456
White,2009,Kansas,2525097
White,2009,Kentucky,3889498
White,2009,Louisiana,2910509
White,2009,Maine,1284844
White,2009,Maryland,3587821
White,2009,Massachusetts,5581686
White,2009,Michigan,8073343
White,2009,Minnesota,4672941
White,2009,Mississippi,1803266
White,2009,Missouri,5081387
White,2009,Montana,900620
White,2009,Nebraska,1656315
White,2009,Nevada,2148708
White,2009,New Hampshire,1260984
White,2009,New Jersey,6615988
White,2009,New Mexico,1725799
White,2009,New York,14072238
White,2009,North Carolina,6939518
White,2009,North Dakota,609013
White,2009,Ohio,9775738
White,2009,Oklahoma,2946778
White,2009,Oregon,3462337
White,2009,Pennsylvania,10758201
White,2009,Rhode Island,925159
White,2009,South Carolina,3174776
White,2009,South Dakota,709532
White,2009,Tennessee,5086681
White,2009,Texas,20386890
White,2009,Utah,2547024
White,2009,Vermont,604741
White,2009,Virginia,5782225
White,2009,Washington,5644881
White,2009,West Virginia,1758904
White,2009,Wisconsin,5075213
White,2009,Wyoming,531442
White,2010,Alabama,3399975
White,2010,Alaska,507431
White,2010,Arizona,5493590
White,2010,Arkansas,2373667
White,2010,California,28280715
White,2010,Colorado,4520301
White,2010,Connecticut,2987138
White,2010,Delaware,654944
White,2010,District of Columbia,255534
White,2010,Florida,14989125
White,2010,Georgia,6223554
White,2010,Hawaii,410433
White,2010,Idaho,1496784
White,2010,Illinois,10136715
White,2010,Indiana,5693566
White,2010,Iowa,2864005
White,2010,Kansas,2538944
White,2010,Kentucky,3904888
White,2010,Louisiana,2932468
White,2010,Maine,1282994
White,2010,Maryland,3600864
White,2010,Massachusetts,5591798
White,2010,Michigan,8048819
White,2010,Minnesota,4682126
White,2010,Mississippi,1804239
White,2010,Missouri,5098388
White,2010,Montana,905118
White,2010,Nebraska,1666286
White,2010,Nevada,2152677
White,2010,New Hampshire,1260654
White,2010,New Jersey,6621985
White,2010,New Mexico,1742790
White,2010,New York,14078317
White,2010,North Carolina,6985358
White,2010,North Dakota,615263
White,2010,Ohio,9767820
White,2010,Oklahoma,2965869
White,2010,Oregon,3476736
White,2010,Pennsylvania,10766954
White,2010,Rhode Island,922331
White,2010,South Carolina,3198579
White,2010,South Dakota,714718
White,2010,Tennessee,5113124
White,2010,Texas,20624991
White,2010,Utah,2581722
White,2010,Vermont,605609
White,2010,Virginia,5821714
White,2010,Washington,5680004
White,2010,West Virginia,1763290
White,2010,Wisconsin,5083263
White,2010,Wyoming,535163
White,2011,Alabama,3406474
White,2011,Alaska,514612
White,2011,Arizona,5559757
White,2011,Arkansas,2386839
White,2011,California,28551082
White,2011,Colorado,4589200
White,2011,Connecticut,2984193
White,2011,Delaware,660104
White,2011,District of Columbia,266864
White,2011,Florida,15148280
White,2011,Georgia,6280506
White,2011,Hawaii,420022
White,2011,Idaho,1510289
White,2011,Illinois,10152278
White,2011,Indiana,5711984
White,2011,Iowa,2873019
White,2011,Kansas,2549248
White,2011,Kentucky,3924165
White,2011,Louisiana,2949133
White,2011,Maine,1281361
White,2011,Maryland,3623463
White,2011,Massachusetts,5609013
White,2011,Michigan,8026791
White,2011,Minnesota,4706165
White,2011,Mississippi,1803538
White,2011,Missouri,5110036
White,2011,Montana,911044
White,2011,Nebraska,1678482
White,2011,Nevada,2163970
White,2011,New Hampshire,1260043
White,2011,New Jersey,6618403
White,2011,New Mexico,1758658
White,2011,New York,14092429
White,2011,North Carolina,7057353
White,2011,North Dakota,624328
White,2011,Ohio,9759657
White,2011,Oklahoma,2991048
White,2011,Oregon,3505165
White,2011,Pennsylvania,10779681
White,2011,Rhode Island,919534
White,2011,South Carolina,3234809
White,2011,South Dakota,721987
White,2011,Tennessee,5149029
White,2011,Texas,21020190
White,2011,Utah,2625630
White,2011,Vermont,605260
White,2011,Virginia,5873838
White,2011,Washington,5748606
White,2011,West Virginia,1762304
White,2011,Wisconsin,5096616
White,2011,Wyoming,537851
White,2012,Alabama,3413571
White,2012,Alaska,518096
White,2012,Arizona,5603585
White,2012,Arkansas,2393011
White,2012,California,28716573
White,2012,Colorado,4647217
White,2012,Connecticut,2980691
White,2012,Delaware,664309
White,2012,District of Columbia,276057
White,2012,Florida,15316649
White,2012,Georgia,6317264
White,2012,Hawaii,426884
White,2012,Idaho,1519716
White,2012,Illinois,10140667
White,2012,Indiana,5717757
White,2012,Iowa,2877696
White,2012,Kansas,2557493
White,2012,Kentucky,3926441
White,2012,Louisiana,2962171
White,2012,Maine,1280768
White,2012,Maryland,3643570
White,2012,Massachusetts,5633673
White,2012,Michigan,8023676
White,2012,Minnesota,4716540
White,2012,Mississippi,1804534
White,2012,Missouri,5112730
White,2012,Montana,915857
White,2012,Nebraska,1687030
White,2012,Nevada,2177660
White,2012,New Hampshire,1260026
White,2012,New Jersey,6619471
White,2012,New Mexico,1758585
White,2012,New York,14117965
White,2012,North Carolina,7107633
White,2012,North Dakota,636983
White,2012,Ohio,9739254
White,2012,Oklahoma,3003118
White,2012,Oregon,3522848
White,2012,Pennsylvania,10766181
White,2012,Rhode Island,915095
White,2012,South Carolina,3266812
White,2012,South Dakota,726989
White,2012,Tennessee,5178755
White,2012,Texas,21261333
White,2012,Utah,2658464
White,2012,Vermont,604354
White,2012,Virginia,5923590
White,2012,Washington,5779189
White,2012,West Virginia,1761559
White,2012,Wisconsin,5101525
White,2012,Wyoming,542938
White,2013,Alabama,3417357
White,2013,Alaska,519545
White,2013,Arizona,5650603
White,2013,Arkansas,2397814
White,2013,California,28872300
White,2013,Colorado,4712204
White,2013,Connecticut,2973463
White,2013,Delaware,668143
White,2013,District of Columbia,285467
White,2013,Florida,15470380
White,2013,Georgia,6329913
White,2013,Hawaii,436884
White,2013,Idaho,1533351
White,2013,Illinois,10129482
White,2013,Indiana,5732863
White,2013,Iowa,2884447
White,2013,Kansas,2560201
White,2013,Kentucky,3932899
White,2013,Louisiana,2971695
White,2013,Maine,1278933
White,2013,Maryland,3651845
White,2013,Massachusetts,5647620
White,2013,Michigan,8027063
White,2013,Minnesota,4734133
White,2013,Mississippi,1805480
White,2013,Missouri,5124168
White,2013,Montana,923756
White,2013,Nebraska,1694611
White,2013,Nevada,2191057
White,2013,New Hampshire,1260482
White,2013,New Jersey,6618759
White,2013,New Mexico,1753479
White,2013,New York,14125951
White,2013,North Carolina,7160777
White,2013,North Dakota,655643
White,2013,Ohio,9741342
White,2013,Oklahoma,3024255
White,2013,Oregon,3544037
White,2013,Pennsylvania,10743840
White,2013,Rhode Island,913178
White,2013,South Carolina,3302732
White,2013,South Dakota,734427
White,2013,Tennessee,5202797
White,2013,Texas,21512952
White,2013,Utah,2697259
White,2013,Vermont,604251
White,2013,Virginia,5961061
White,2013,Washington,5816503
White,2013,West Virginia,1758444
White,2013,Wisconsin,5107934
White,2013,Wyoming,546718
White,2014,Alabama,3419940
White,2014,Alaska,517504
White,2014,Arizona,5725331
White,2014,Arkansas,2399804
White,2014,California,29112206
White,2014,Colorado,4779487
White,2014,Connecticut,2960214
White,2014,Delaware,672852
White,2014,District of Columbia,292649
White,2014,Florida,15699343
White,2014,Georgia,6358763
White,2014,Hawaii,442721
White,2014,Idaho,1552607
White,2014,Illinois,10101430
White,2014,Indiana,5740600
White,2014,Iowa,2888971
White,2014,Kansas,2563233
White,2014,Kentucky,3941696
White,2014,Louisiana,2980699
White,2014,Maine,1278430
White,2014,Maryland,3658054
White,2014,Massachusetts,5654782
White,2014,Michigan,8023427
White,2014,Minnesota,4743448
White,2014,Mississippi,1803115
White,2014,Missouri,5130149
White,2014,Montana,930226
White,2014,Nebraska,1701738
White,2014,Nevada,2217014
White,2014,New Hampshire,1261412
White,2014,New Jersey,6613281
White,2014,New Mexico,1750345
White,2014,New York,14107369
White,2014,North Carolina,7210010
White,2014,North Dakota,667148
White,2014,Ohio,9733011
White,2014,Oklahoma,3035813
White,2014,Oregon,3570524
White,2014,Pennsylvania,10716775
White,2014,Rhode Island,911548
